lambda,weight,lambda_lo,lambda_hi,min_telluric_model_all_obs
4457.661073813626,0.5396165462867084,4457.215043742674,4458.107148518462,1.0
4457.661489609059,0.5212843697731713,4457.215459496503,4458.107564355503,1.0
4463.755761684857,0.30655955948676705,4463.3091217842175,4464.2024462804075,1.0
4471.106304542128,0.7311206721968019,4470.658929151935,4471.5537247008315,1.0
4481.447642575609,0.34171646805427125,4480.999232439243,4481.896097584032,1.0
4486.596979372429,0.2874640512909239,4486.148053997462,4487.045949671012,1.0
4486.597578309062,0.2689376189311475,4486.148652874165,4487.04654866758,1.0
4490.37055342086,0.9546056428976304,4489.921250465033,4490.819901338087,1.0
4492.028854789206,0.4732980697926658,4491.579385905045,4492.478368651372,1.0
4492.028938996877,0.4593969988836164,4491.57947010429,4492.478452867469,1.0
4493.309576574367,0.4313360427841124,4492.859979542189,4493.7592185973745,1.0
4494.152001257895,0.3760733155149183,4493.702319933363,4494.60172758169,1.0
4495.629235508466,0.2389626597496178,4495.179406373034,4496.079109657953,1.0
4499.765949282286,0.4880730779206758,4499.315706230517,4500.216237389529,1.0
4503.222132534293,0.3853169903693737,4502.77154365954,4503.672766499129,1.0
4509.3141529864315,0.17159252955690116,4508.862954548889,4509.765396575053,1.0
4510.363525684701,0.4598564187558422,4509.912222247749,4510.814874283239,1.0
4510.365083799441,0.44414868423888504,4509.913780206585,4510.816432553898,1.0
4511.455019039915,0.1559058490725364,4511.003606388995,4511.906476863352,1.0
4513.3690650171475,0.8720846112722804,4512.917460848287,4513.820714377688,1.0
4520.616943188046,0.5334108877653662,4520.164613802181,4521.069317838164,1.0
4520.617272014986,0.5090594524922067,4520.164942596219,4521.06964669801,1.0
4524.032476489263,0.5308694582745191,4523.579805347815,4524.4851929291635,1.0
4524.033042876516,0.5131753719698927,4523.580371678396,4524.485759373095,1.0
4524.844627465012,0.16390043285827333,4524.391875060374,4525.297425176234,1.0
4524.846247111038,0.17000935817174667,4524.393494544339,4525.299044984336,1.0
4548.746482122433,0.14837412766483316,4548.291338116964,4549.201671673812,1.0
4552.2853067884025,0.34933478563903925,4551.829808690913,4552.740850467236,1.0
4552.285624867995,0.3398487882451352,4551.830126738678,4552.741168578657,1.0
4559.283543731737,0.530744786013251,4558.827345396147,4559.739787718742,1.0
4563.266713557951,0.5613418274674054,4562.810116669512,4563.723356137689,1.0
4568.961426970334,0.2809052332236741,4568.504260273337,4569.4186394156495,1.0
4573.499299252212,0.17773682390321893,4573.041678499274,4573.956965798906,1.0
4574.856312613727,0.4928380818571653,4574.398556079096,4575.3141149557005,1.0
4575.359114571443,0.7334234392806711,4574.901307726843,4575.81696722842,1.0
4575.747367590132,0.1852739684406093,4575.289521897239,4576.20525909929,1.0
4576.156556576319,0.14362470619104786,4575.698669940298,4576.614489032704,1.0
4576.4221234200295,0.22011063606237088,4575.964210211598,4576.880082451483,1.0
4576.974015432369,0.4336218919360517,4576.5160470020555,4577.43202969123,1.0
4577.816363731824,0.8244380688866945,4577.3583110168,4578.27446228383,1.0
4577.816733660719,0.7461921243461257,4577.35868090868,4578.274832249744,1.0
4583.767422924335,0.14559801006778106,4583.308774750995,4584.226116994243,1.0
4584.050210189533,0.3617627269980955,4583.591533720722,4584.508932557745,1.0
4584.050338731298,0.3328420992100473,4583.591662249625,4584.509061112373,1.0
4585.979404482263,0.19526531732417424,4585.520534979783,4586.438319903459,1.0
4588.362547021853,0.1735323946196173,4587.903439064,4588.821700922285,1.0
4588.840740722526,0.4879386321778004,4588.381584916987,4589.2999424754325,1.0
4588.841028981768,0.4720261751409303,4588.381873147386,4589.300230763521,1.0
4598.7619896667575,0.7525878200232017,4598.30184114883,4599.222184231392,1.0
4599.385969569684,0.20485453268775192,4598.925758616816,4599.846226575506,1.0
4600.480936816884,0.5711231173721343,4600.020616302453,4600.941303395234,1.0
4602.64639700829,0.8569844781165059,4602.1858598196095,4603.1069802825705,1.0
4603.986944116672,0.24965536383078635,4603.5262727939,4604.447661538468,1.0
4607.975277955366,0.6838959616465532,4607.514207563038,4608.436394486653,1.0
4617.91663515391,0.8646418935911221,4617.454570037177,4618.378746509142,1.0
4617.917394574068,0.8268395236563199,4617.455329381349,4618.379506005294,1.0
4619.935489603968,0.7791663760864862,4619.473222482243,4620.3978029844075,1.0
4619.936230124309,0.7538564110089558,4619.473962928488,4620.398543578852,1.0
4620.4234419707145,0.3913252542871001,4619.9611260248585,4620.885804180171,1.0
4620.423774360583,0.3729449095013255,4619.961458381467,4620.886136603301,1.0
4624.220363357541,0.14810336745013689,4623.757667494709,4624.683105521992,1.0
4624.221562794015,0.14165825900287266,4623.7588668111675,4624.684305078492,1.0
4628.192778264724,0.14853712485067366,4627.729684925172,4628.65591794567,1.0
4630.769062762768,0.7998715598647878,4630.305711642209,4631.232460250516,1.0
4632.786070593164,0.21352563667750413,4632.322517652384,4633.24966992133,1.0
4633.902405028834,0.174173386597482,4633.438740388506,4634.366116067726,1.0
4635.8219043859035,0.3187219169105737,4635.358047681974,4636.285807507615,1.0
4636.495118442244,0.677926875323707,4636.031194377045,4636.959088931967,1.0
4638.153493203484,0.7957759567969506,4637.689403202607,4638.61762964549,1.0
4643.839939366144,0.14794619311320714,4643.375280383923,4644.30464484643,1.0
4644.113433026291,0.7266738743469137,4643.648746678509,4644.578165874877,1.0
4644.340337931866,0.08395528528787624,4643.875628880158,4644.805093486651,1.0
4645.8385471458505,0.5784656462618633,4645.373688184503,4646.303452625276,1.0
4648.608775654703,0.35928055490205385,4648.143639506464,4649.073958348758,1.0
4650.661376900958,0.5241746962394482,4650.196035371048,4651.126764997236,1.0
4650.661378128138,0.4883151062241442,4650.196036598105,4651.126766224538,1.0
4650.959232220674,0.14148592613256128,4650.493860887594,4651.424650123104,1.0
4650.961210832991,0.14410377007418054,4650.495839301932,4651.426628933419,1.0
4652.810283441812,0.9055789268258384,4652.344726893999,4653.27588657751,1.0
4657.624869728572,0.18600032714883327,4657.158831437031,4658.090954656205,1.0
4658.236327114811,0.4529566986507294,4657.770227641323,4658.702473230513,1.0
4658.2366376407845,0.4294350929350734,4657.770538136226,4658.702783787561,1.0
4658.944605987045,0.2386482805851472,4658.478435643729,4659.4108229796675,1.0
4658.945570206915,0.2331748773743385,4658.47939976712,4659.411787296027,1.0
4661.072460442507,0.2138944407333456,4660.606077187743,4661.538890367883,1.0
4661.073569929094,0.23273303135591464,4660.607186563316,4661.5399999654965,1.0
4661.554197718058,0.21863149796083572,4661.08776626104,4662.020675850513,1.0
4661.554405839247,0.2291994964268265,4661.087974361404,4662.020883992528,1.0
4662.184528250382,0.4001604104976517,4661.718033722985,4662.651069459526,1.0
4662.1848362233195,0.3894605079400255,4661.718341665107,4662.651377463282,1.0
4666.5569006001,0.3159317217745644,4666.089968576554,4667.023879349172,1.0
4667.402330586505,0.26521458839517703,4666.935313969899,4667.869393937103,1.0
4667.637999983721,0.3175285233645542,4667.17095978622,4668.105086917574,1.0
4670.824307255976,0.12725496316404922,4670.3569482390685,4671.291713041141,1.0
4672.3345047574985,0.17149503372034347,4671.866994631413,4672.802061666962,1.0
4672.981470440327,0.4814898054935018,4672.513895579363,4673.449092091147,1.0
4676.252343141445,0.13386704453923498,4675.784440999523,4676.7202921059725,1.0
4678.817675580225,0.4950886669225046,4678.349516753152,4679.285881255591,1.0
4679.501181035816,0.8464424367155748,4679.032953817723,4679.969455109046,1.0
4680.9496014587985,0.6834330135720129,4680.481229312893,4681.4180204743425,1.0
4683.2120740423325,0.31627283115999266,4682.743475515195,4683.680719461762,1.0
4684.214886603873,0.6483117289890252,4683.746187736097,4684.683632373983,1.0
4684.215129941266,0.6143235446986199,4683.746431049142,4684.683875735726,1.0
4685.921840163153,0.6550226015115117,4685.452970498944,4686.390756746789,1.0
4685.9218569229915,0.632268710832272,4685.452987257105,4686.390773508304,1.0
4688.828697321721,0.4443197507600918,4688.359536799664,4689.29790479231,1.0
4688.828724993975,0.4226589132230013,4688.359564469149,4689.297932467332,1.0
4691.448852304042,0.24146521320177064,4690.979429611332,4691.918321971519,1.0
4693.845057499504,0.21243043016827665,4693.375395044382,4694.314766953386,1.0
4693.846470947337,0.1936987105576184,4693.376808350787,4694.316180542662,1.0
4694.320556229015,0.4989251442623632,4693.850846195863,4694.790313265688,1.0
4694.320734324752,0.4788734377462874,4693.851024273779,4694.790491379247,1.0
4694.594812439781,0.38045531736814014,4694.125074964767,4695.064596921062,1.0
4694.594922011689,0.3640706653005407,4694.125184525712,4695.064706503934,1.0
4695.799913421071,0.237744917402694,4695.330055364599,4696.269818495877,1.0
4695.800190823186,0.2320973512271591,4695.330332738957,4696.270095925752,1.0
4699.986403140014,0.5251433843556876,4699.516126186663,4700.456727153616,1.0
4701.26614102736,0.30741143140913685,4700.795736024441,4701.736593103346,1.0
4702.185894025568,0.4694321311091974,4701.715396992884,4702.656438140527,1.0
4704.464508661698,0.51776711157611,4703.993783632622,4704.935280795866,1.0
4705.604866404658,0.6538084027302481,4705.13402727228,4706.075752653545,1.0
4707.934231256406,0.8249307152723816,4707.463159049607,4708.405350603037,1.0
4709.320083985394,0.5315475845989139,4708.848873111258,4709.791342013239,1.0
4712.138604984878,0.3077652836991054,4711.667112091742,4712.610145059944,1.0
4715.959854571709,0.4743767881232193,4715.487979327336,4716.431777036274,1.0
4726.796546976054,0.2449287561045397,4726.323587420738,4727.269553860067,1.0
4726.796576189372,0.2465788877837551,4726.323616631133,4727.26958307631,1.0
4728.821006851991,0.2308004611205265,4728.347844730808,4729.294216322143,1.0
4728.821054860311,0.2298162008320113,4728.347892734324,4729.294264335267,1.0
4729.6788316365855,0.4454639114575851,4729.205583682127,4730.152126948602,1.0
4729.6792220073885,0.4321631269348401,4729.205974013869,4730.152517358469,1.0
4730.68471727661,0.605042142862585,4730.211368674023,4731.158113246826,1.0
4730.6851694022525,0.6149520690162733,4730.211820754426,4731.158565417712,1.0
4731.3714450091275,0.5822506106910788,4730.898027693102,4731.844909699658,1.0
4731.371559045239,0.597910567773514,4730.898141717804,4731.845023747182,1.0
4731.825345103463,0.3362320075521058,4731.351882370551,4732.298855215427,1.0
4732.459612726419,0.3983123260899629,4731.986086529186,4732.933186309054,1.0
4732.459627006275,0.40492781860043936,4731.986100807612,4732.933200590339,1.0
4736.504721823112,0.6146806666149149,4736.030790875435,4736.978700196693,1.0
4737.436942040149,0.8271412840557124,4736.962917815248,4737.911013700288,1.0
4740.136239512331,0.20955580624913508,4739.661945197841,4740.6105812890855,1.0
4743.451565716537,0.6239419049092139,4742.976939673108,4743.926239255427,1.0
4744.481963739525,0.34513383322657804,4744.007234595278,4744.956740389551,1.0
4745.046442553577,0.4416853406167521,4744.571656928023,4745.521275690563,1.0
4748.335972068882,0.17086740766947295,4747.8608572955845,4748.8111343865485,1.0
4752.482683615898,0.1837880717969313,4752.007153925895,4752.95826089179,1.0
4752.761887603761,0.4830307993600137,4752.286329976827,4753.237492819381,1.0
4753.083399771406,0.5165585038651614,4752.607809974216,4753.5590371605,1.0
4755.803813066894,0.14512192196964055,4755.327951067283,4756.279722685648,1.0
4756.365762829088,0.2730035609430564,4755.889844601225,4756.841728681722,1.0
4756.776987731194,0.7461406463897357,4756.301028356489,4757.252994734786,1.0
4756.777214526298,0.6930769689727816,4756.3012551289,4757.253221552585,1.0
4757.179897872364,0.6952927333955796,4756.703898182786,4757.655945194862,1.0
4758.784095587807,0.7169179263000556,4758.307935383465,4759.260303441134,1.0
4758.784334430506,0.6852867908494914,4758.308174202265,4759.260542307733,1.0
4759.935580558305,0.7492147037757082,4759.459305137279,4760.411903639845,1.0
4759.935776987189,0.7080036468521635,4759.459501546508,4760.412100088384,1.0
4762.188445372739,0.7578263506534801,4761.711944531827,4762.664993896722,1.0
4762.189046787417,0.7197137234781871,4761.712545886328,4762.665595371584,1.0
4763.290568601594,0.6217314428578199,4762.813957483096,4763.767227414199,1.0
4766.525000296689,0.804658606948172,4766.048065543492,4767.001982776378,1.0
4766.525623390464,0.7784173460029732,4766.048688574921,4767.0026059325055,1.0
4768.519723449611,0.26798565708263944,4768.04258910598,4768.996905539708,1.0
4768.519888485752,0.28162176978317266,4768.042754125608,4768.997070592363,1.0
4768.7393953906985,0.1840987972685264,4768.262239066866,4769.216599463197,1.0
4776.734453559978,0.3401476252636784,4776.256497256894,4777.2124576917795,1.0
4786.622448219163,0.3201289688807555,4786.143502531089,4787.101441834962,1.0
4786.947982486622,0.4859631695343168,4786.469004225845,4787.4270086783845,1.0
4791.000211714958,0.22238198756208602,4790.520827991302,4791.479643410173,1.0
4793.523528228573,0.4241389617304747,4793.043892023846,4794.003212430125,1.0
4795.0209774691075,0.17772670030413018,4794.541191430784,4795.5008115192495,1.0
4798.932955687345,0.4644136511154591,4798.452778219549,4799.41318120613,1.0
4798.933264088667,0.4546928382438454,4798.453086590012,4799.413489638313,1.0
4799.200505697297,0.4705810217556983,4798.720301458657,4799.680757989604,1.0
4799.2005275903775,0.4432484983921141,4798.720323349547,4799.680779884876,1.0
4799.400234105407,0.5014014337068646,4798.920009882099,4799.880506384383,1.0
4799.400300049632,0.4759670934385915,4798.920075819726,4799.880572335207,1.0
4800.796224287043,0.20451225196022702,4800.315860382052,4801.2766362616785,1.0
4800.796883817249,0.2113453938886836,4800.316519846267,4801.2772958578835,1.0
4801.694828391349,0.6147061413505489,4801.214374572736,4802.1753302886045,1.0
4801.6951580669265,0.5949023147218591,4801.214704215327,4802.175659997172,1.0
4805.186345429197,0.2556913531892244,4804.705542252128,4805.667196719869,1.0
4805.186952347882,0.2554982657355812,4804.706149110085,4805.667803699288,1.0
4807.659437011136,0.5554609538307229,4807.178386378463,4808.140535782175,1.0
4807.6596656664915,0.5382375472502405,4807.178615010939,4808.140764460411,1.0
4808.816730264851,0.3683596741852251,4808.335563834323,4809.2979448453325,1.0
4811.203215979544,0.548817384760887,4810.721810759127,4811.684669373811,1.0
4813.78242527586,0.29893437052636834,4813.300761981784,4814.264136769611,1.0
4815.896773531217,0.15985601885102352,4815.414898677112,4816.378696606167,1.0
4829.696195707627,0.6931633322434739,4829.212940094162,4830.179499680109,1.0
4831.85065658157,0.6489112526245444,4831.36718539444,4832.334176149288,1.0
4833.098348908912,0.6066561140087738,4832.614752878666,4833.58199333224,1.0
4833.098776462243,0.5548528790627408,4832.615180389216,4833.5824209283555,1.0
4835.1796508183315,0.4477381611318631,4834.695846534649,4835.663503515936,1.0
4835.180109898985,0.4097152913820081,4834.696305569368,4835.663962642529,1.0
4838.760285042865,0.1554250816513834,4838.2761224837295,4839.244496051773,1.0
4838.761648758813,0.14266813997335442,4838.277486063225,4839.2458599041875,1.0
4849.558214284578,0.5234841546396196,4849.072971293112,4850.043505833936,1.0
4854.451145522917,0.17614554354074427,4853.965412948588,4854.936926704129,1.0
4862.5194169516135,0.497089404278051,4862.032877072374,4863.006005518524,1.0
4866.288219410787,0.40043176453287216,4865.801302428129,4866.775185118851,1.0
4868.2065938344,0.22032916021208812,4867.719484900702,4868.693751512714,1.0
4870.140618249066,0.3054625079475696,4869.653315798402,4870.627969463711,1.0
4874.121503588813,0.5718980769784293,4873.633802813883,4874.609253167582,1.0
4874.121841271464,0.5843367416292478,4873.6341404627465,4874.609590884025,1.0
4874.428840627232,0.20739747442017592,4873.941109100399,4874.916620960982,1.0
4874.429191133395,0.21409054277777206,4873.941459571492,4874.91697150222,1.0
4874.686694941506,0.304889966615152,4874.198937613974,4875.174501078538,1.0
4874.687368864777,0.29395139472063525,4874.199611469812,4875.175175069248,1.0
4875.031233045111,0.3374039552349687,4874.543441243365,4875.519073659805,1.0
4875.031658533158,0.31422980160589165,4874.543866688839,4875.519499190431,1.0
4875.705232400253,0.3117358564780893,4875.217373158662,4876.193140461543,1.0
4875.7053513090195,0.3490678748280056,4875.21749205553,4876.193259382208,1.0
4876.5568511802785,0.6401858735681724,4876.068906726379,4877.044844462403,1.0
4876.556891042779,0.6138898429146027,4876.068946584891,4877.044884328892,1.0
4878.282386803689,0.29987714671725485,4877.794269694049,4878.770552758832,1.0
4878.282452676345,0.3049942793811232,4877.794335560114,4878.77061863808,1.0
4884.362895031243,0.4916799013685234,4883.874169510718,4884.851669458154,1.0
4884.362919209478,0.476376472128403,4883.8741936865335,4884.851693638808,1.0
4886.111268267789,0.6833910506167516,4885.622367806409,4886.60021765306,1.0
4886.450096493734,0.4646472974108481,4885.961162129468,4886.939079785285,1.0
4886.635065046249,0.22150806522925828,4886.146112174175,4887.12406684746,1.0
4887.012322748724,0.6778585875153122,4886.52333212854,4887.501362301822,1.0
4893.539775753434,0.5214558982129862,4893.050132001421,4894.029468503719,1.0
4897.119223520633,0.35390361159784195,4896.629221611884,4897.609274463494,1.0
4908.415230394194,0.6322124100307848,4907.924098215856,4908.9064117197495,1.0
4909.780480985661,0.21489468023576067,4909.28921220142,4910.271798930789,1.0
4910.066412477067,0.6132702476733236,4909.575115082746,4910.55775903514,1.0
4910.066618994056,0.5890624513370171,4909.57532157907,4910.557965572794,1.0
4911.009882365244,0.6680150135107847,4910.518490568065,4911.501323335621,1.0
4911.0099995983755,0.6475757743127853,4910.518607789467,4911.501440580483,1.0
4911.249085780862,0.6544616371023235,4910.757670049177,4911.74055068814,1.0
4911.249382547894,0.6298105965714549,4910.757966786515,4911.740847484869,1.0
4911.876416072008,0.346166388098081,4911.384937570147,4912.367943755745,1.0
4911.876961405918,0.36018424586882325,4911.385482849491,4912.368489144225,1.0
4912.212646827731,0.2267332395306641,4911.7211346828835,4912.704208157819,1.0
4912.212938801903,0.23867555178923602,4911.721426627841,4912.704500161209,1.0
4912.70028397114,0.43794428584422296,4912.208723033703,4913.191894098702,1.0
4912.70040354985,0.4165569951207891,4912.2088426004475,4913.192013689378,1.0
4914.300567469565,0.7125970887124878,4913.808846409016,4914.792337736261,1.0
4914.300689836812,0.7447975547062875,4913.808968764019,4914.792460115754,1.0
4914.656233583748,0.5059826451276841,4914.164476935526,4915.148039441678,1.0
4914.656377786532,0.5276344765287525,4914.164621123882,4915.148183658893,1.0
4915.913646832756,0.28106262274120275,4915.421764368751,4916.40557851906,1.0
4915.913723023798,0.26777246061978066,4915.42184055217,4916.405654717727,1.0
4917.913770235741,0.6019144916038178,4917.421687640957,4918.405902072851,1.0
4917.913877417094,0.5821380887469876,4917.421794811586,4918.40600926493,1.0
4919.0489819736185,0.5950827843932844,4918.556785790438,4919.541227410491,1.0
4919.049123733225,0.577525823192945,4918.55692753586,4919.541369184284,1.0
4924.986888042254,0.1221287702845574,4924.494097716849,4925.479727680806,1.0
4926.8332359150645,0.315455099101125,4926.34026084554,4927.326260316224,1.0
4931.488452498904,0.1845953500879632,4930.995011632059,4931.981942743996,1.0
4936.517898025717,0.5350892458387909,4936.023953916497,4937.011891563543,1.0
4937.023099758155,0.5445721251674466,4936.529105098846,4937.517143851128,1.0
4938.412636399691,0.3436095279733483,4937.918502704436,4938.906819542524,1.0
4939.502539351261,0.8613777763240854,4939.0082966011705,4939.996831559842,1.0
4942.256041350122,0.15623700826583475,4941.761523086782,4942.750609099524,1.0
4946.130195631021,0.4247926010000299,4945.635289722842,4946.625151064052,1.0
4946.323933026373,0.4008111368136137,4945.829007732982,4946.818907846557,1.0
4946.717350631781,0.2236165553242994,4946.222385973333,4947.212364820961,1.0
4948.66140715306,0.10989889448981514,4948.166247973842,4949.156615882476,1.0
4950.794673024518,0.6795681433059363,4950.299300392388,4951.290095228203,1.0
4950.7948506092935,0.6504533717035733,4950.2994779593955,4951.290272830751,1.0
4952.9645489426475,0.3060665843880181,4952.468959194436,4953.4601882841425,1.0
4952.964916544046,0.3217152399595036,4952.469326759053,4953.460555922327,1.0
4955.495305087111,0.573546488345861,4954.999462113425,4955.991197679421,1.0
4955.4953189977505,0.5445531912041217,4954.999476022672,4955.991211591453,1.0
4958.955333717629,0.18434420598317594,4958.459144536192,4959.451572552336,1.0
4963.263046090568,0.5437480831330204,4962.766425882809,4963.759715994729,1.0
4963.263054900884,0.5322124385424276,4962.766434692243,4963.7597248059255,1.0
4965.405873147916,0.2847522808820337,4964.909038530563,4965.902757483127,1.0
4965.617957239936,0.6563785185960477,4965.121101401614,4966.114862798238,1.0
4965.855557580274,0.2469840401466165,4965.358677967848,4966.352486915059,1.0
4970.607930564898,0.6487944809933825,4970.110575433759,4971.105335465982,1.0
4972.035508509706,0.5322595318398666,4971.538010536237,4972.5330562674135,1.0
4976.823057668736,0.28498733144815713,4976.325080656853,4977.321084512794,1.0
4977.016016334634,0.5108834853078089,4976.518020015458,4977.514062487917,1.0
4983.193152501519,0.8007637123198336,4982.694538102943,4983.691816796053,1.0
4984.547656161065,0.7650051574183575,4984.048906231916,4985.046455999735,1.0
4984.807654074433,0.6954467750741855,4984.308878130097,4985.306479930894,1.0
4985.946960045854,0.7699649781752707,4985.448070103455,4986.445899911785,1.0
4986.914806505498,0.4602027054198374,4986.415819721141,4987.413843223077,1.0
4987.176626965033,0.1566447650458314,4986.677613983127,4987.675689882784,1.0
4994.026925367908,0.2163136217900012,4993.527226950516,4994.5266737897355,1.0
4994.027443951021,0.27448464883922863,4993.527745481741,4994.527192424743,1.0
4996.343595908575,0.19421947664632355,4995.843665686945,4996.843576157836,1.0
4997.790744810078,0.7727468581218258,4997.290669787864,4998.290869874413,1.0
4997.791120363089,0.7484185662167294,4997.291045303298,4998.291245465006,1.0
5001.683931918784,0.6255392470264434,5001.183467347321,5002.184446571349,1.0
5001.6841562281425,0.6085133576078418,5001.183691634236,5002.184670903154,1.0
5003.2673666928795,0.10365891316441908,5002.766743684176,5003.768039798541,1.0
5003.488472071677,0.7066035968228211,5002.987826939343,5003.989167303184,1.0
5003.4888065940495,0.6794053337544341,5002.988161428243,5003.989501859031,1.0
5004.434116451997,0.4567179445940561,5003.933376699228,5004.934906313408,1.0
5004.739587460899,0.4539745157477131,5004.23881714294,5005.240407890557,1.0
5005.587599929291,0.1887153749669617,5005.086744759869,5006.088505218903,1.0
5005.860563344074,0.21643304137881167,5005.359680862147,5006.361495948924,1.0
5008.426396828856,0.3437671397320995,5007.925257611643,5008.9275861946835,1.0
5010.123133134341,0.08683987038648587,5009.621824143023,5010.624492291262,1.0
5010.342054205662,0.7078816594494448,5009.840723309274,5010.843435269846,1.0
5010.717561965324,0.3273299248095798,5010.216193495925,5011.21898060628,1.0
5011.63262525411,0.478052586635106,5011.131165224196,5012.134135464743,1.0
5013.391009058312,0.3412445489205108,5012.889373085894,5013.892695229056,1.0
5016.044347514756,0.2930280877552707,5015.542446051372,5016.5462992030325,1.0
5017.170737553886,0.33961651340494586,5016.668723384799,5017.672801959145,1.0
5017.576180563487,0.4789980544465469,5017.074125826089,5018.078285541114,1.0
5022.934539599343,0.7469145362110412,5022.431948708743,5023.437180783826,1.0
5025.999626442527,0.1777942478920671,5025.496728861742,5026.5025743478855,1.0
5030.3156249826925,0.5400075296049089,5029.812295546478,5030.819004786696,1.0
5031.47576818059,0.2660047543734657,5030.972322661357,5031.979264079228,1.0
5033.423442144585,0.19780235698222853,5032.919801742623,5033.927132945454,1.0
5033.424522643536,0.1969715449923642,5032.92088213346,5033.92821355253,1.0
5035.185505360594,0.15725051434201992,5034.681688647968,5035.68937248977,1.0
5036.061962210697,0.7539595175293566,5035.5580578004865,5036.565917046233,1.0
5036.062268928122,0.7344535328100799,5035.558364487221,5036.566223794352,1.0
5037.6179107698135,0.3351220024539607,5037.11385067261,5038.122021307922,1.0
5037.618528434103,0.35461149631114786,5037.114468275096,5038.122639034021,1.0
5039.0990309481185,0.8280251461274966,5038.594822651192,5039.603289700781,1.0
5064.762937133997,0.15505964033089778,5064.256160926745,5065.269764053953,1.0
5089.660308844399,0.21935400469783292,5089.151041425661,5090.169627225135,1.0
5089.909305397809,0.30688224453551083,5089.40001306467,5090.418648695438,1.0
5107.57451673835,0.2949728872754467,5107.06345683802,5108.08562778005,1.0
5109.097113537913,0.1373838035264715,5108.585901287741,5109.6083769447005,1.0
5109.343603328416,0.3405202494760242,5108.832366414669,5109.854891401247,1.0
5110.3568773330935,0.6251921986639418,5109.845539031944,5110.868266803473,1.0
5114.150091131593,0.6299407287925964,5113.638373284446,5114.661860185951,1.0
5115.249478428293,0.15989743170739545,5114.7376505773145,5115.7613574974885,1.0
5116.102456038887,0.6211720873750257,5115.590542839638,5116.6144204648945,1.0
5116.483982252961,0.2540245059463838,5115.972030878499,5116.995984858003,1.0
5118.641236280853,0.2638973166106937,5118.129069053245,5119.153454760641,1.0
5118.641648969728,0.24238769647395336,5118.129481700826,5119.153867490812,1.0
5121.943027180784,0.3222497110096826,5121.430529578568,5122.45557606824,1.0
5121.943186877093,0.32051384421856755,5121.4306892588975,5122.455735780529,1.0
5125.088630218663,0.2816632538835274,5124.575817869873,5125.601493884188,1.0
5125.088995576936,0.2630755330234853,5124.57618319159,5125.601859279022,1.0
